image_id,image_path,bbox_left,bbox_top,bbox_width,bbox_height,score,object_category
0000289_03801_d_0000830,D:\Projects\enemy_detection_project\data\images\0000289_03801_d_0000830.jpg,874.0,124.0,11.0,25.0,1.0,3
0000316_00601_d_0000522,D:\Projects\enemy_detection_project\data\images\0000316_00601_d_0000522.jpg,423.0,324.0,34.0,29.0,1.0,4
0000333_02745_d_0000015,D:\Projects\enemy_detection_project\data\images\0000333_02745_d_0000015.jpg,696.0,193.0,10.0,21.0,1.0,7
0000327_01001_d_0000716,D:\Projects\enemy_detection_project\data\images\0000327_01001_d_0000716.jpg,621.0,63.0,8.0,14.0,1.0,1
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,844.0,883.0,23.0,38.0,1.0,2
0000342_00393_d_0000244,D:\Projects\enemy_detection_project\data\images\0000342_00393_d_0000244.jpg,793.0,353.0,13.0,33.0,1.0,1
0000193_02212_d_0000115,D:\Projects\enemy_detection_project\data\images\0000193_02212_d_0000115.jpg,70.0,441.0,19.0,37.0,1.0,1
0000242_01139_d_0000006,D:\Projects\enemy_detection_project\data\images\0000242_01139_d_0000006.jpg,691.0,421.0,30.0,17.0,1.0,10
0000271_05401_d_0000399,D:\Projects\enemy_detection_project\data\images\0000271_05401_d_0000399.jpg,669.0,11.0,16.0,16.0,1.0,4
0000289_06401_d_0000843,D:\Projects\enemy_detection_project\data\images\0000289_06401_d_0000843.jpg,916.0,230.0,9.0,35.0,1.0,1
0000244_05400_d_0000012,D:\Projects\enemy_detection_project\data\images\0000244_05400_d_0000012.jpg,524.0,223.0,30.0,19.0,0.0,0
0000291_01401_d_0000875,D:\Projects\enemy_detection_project\data\images\0000291_01401_d_0000875.jpg,382.0,225.0,9.0,34.0,1.0,1
0000330_00401_d_0000802,D:\Projects\enemy_detection_project\data\images\0000330_00401_d_0000802.jpg,200.0,378.0,82.0,59.0,1.0,4
0000242_01912_d_0000008,D:\Projects\enemy_detection_project\data\images\0000242_01912_d_0000008.jpg,388.0,282.0,3.0,8.0,1.0,2
0000333_03333_d_0000018,D:\Projects\enemy_detection_project\data\images\0000333_03333_d_0000018.jpg,113.0,244.0,48.0,33.0,1.0,4
0000327_04001_d_0000731,D:\Projects\enemy_detection_project\data\images\0000327_04001_d_0000731.jpg,719.0,550.0,63.0,71.0,1.0,4
0000244_04000_d_0000009,D:\Projects\enemy_detection_project\data\images\0000244_04000_d_0000009.jpg,756.0,278.0,13.0,18.0,1.0,2
0000289_05601_d_0000839,D:\Projects\enemy_detection_project\data\images\0000289_05601_d_0000839.jpg,553.0,205.0,12.0,23.0,1.0,10
0000277_02201_d_0000550,D:\Projects\enemy_detection_project\data\images\0000277_02201_d_0000550.jpg,469.0,8.0,9.0,11.0,1.0,2
0000001_05249_d_0000009,D:\Projects\enemy_detection_project\data\images\0000001_05249_d_0000009.jpg,198.0,241.0,24.0,27.0,1.0,10
0000289_06801_d_0000845,D:\Projects\enemy_detection_project\data\images\0000289_06801_d_0000845.jpg,439.0,196.0,8.0,17.0,1.0,10
0000155_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_00801_d_0000001.jpg,354.0,114.0,4.0,12.0,1.0,1
0000154_00401_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00401_d_0000001.jpg,390.0,334.0,18.0,37.0,1.0,8
0000364_01765_d_0000782,D:\Projects\enemy_detection_project\data\images\0000364_01765_d_0000782.jpg,159.0,338.0,18.0,23.0,1.0,2
0000291_03601_d_0000886,D:\Projects\enemy_detection_project\data\images\0000291_03601_d_0000886.jpg,1109.0,372.0,26.0,46.0,1.0,1
0000271_06401_d_0000404,D:\Projects\enemy_detection_project\data\images\0000271_06401_d_0000404.jpg,899.0,54.0,41.0,16.0,1.0,4
0000277_00001_d_0000539,D:\Projects\enemy_detection_project\data\images\0000277_00001_d_0000539.jpg,288.0,653.0,17.0,38.0,1.0,2
0000360_06861_d_0000748,D:\Projects\enemy_detection_project\data\images\0000360_06861_d_0000748.jpg,195.0,188.0,160.0,88.0,1.0,5
0000356_01177_d_0000635,D:\Projects\enemy_detection_project\data\images\0000356_01177_d_0000635.jpg,1011.0,324.0,16.0,37.0,1.0,1
0000023_00000_d_0000008,D:\Projects\enemy_detection_project\data\images\0000023_00000_d_0000008.jpg,349.0,357.0,22.0,42.0,1.0,1
0000356_03725_d_0000648,D:\Projects\enemy_detection_project\data\images\0000356_03725_d_0000648.jpg,226.0,0.0,26.0,18.0,1.0,4
0000277_01601_d_0000547,D:\Projects\enemy_detection_project\data\images\0000277_01601_d_0000547.jpg,0.0,176.0,101.0,89.0,1.0,9
0000216_00520_d_0000001,D:\Projects\enemy_detection_project\data\images\0000216_00520_d_0000001.jpg,600.0,293.0,12.0,30.0,1.0,7
0000242_05570_d_0000016,D:\Projects\enemy_detection_project\data\images\0000242_05570_d_0000016.jpg,334.0,1.0,17.0,10.0,0.0,0
0000330_01801_d_0000809,D:\Projects\enemy_detection_project\data\images\0000330_01801_d_0000809.jpg,485.0,220.0,109.0,54.0,1.0,4
0000289_01001_d_0000816,D:\Projects\enemy_detection_project\data\images\0000289_01001_d_0000816.jpg,741.0,264.0,51.0,58.0,1.0,4
0000356_05097_d_0000655,D:\Projects\enemy_detection_project\data\images\0000356_05097_d_0000655.jpg,469.0,177.0,32.0,29.0,1.0,4
0000086_01954_d_0000005,D:\Projects\enemy_detection_project\data\images\0000086_01954_d_0000005.jpg,727.0,123.0,17.0,10.0,1.0,2
0000295_02400_d_0000033,D:\Projects\enemy_detection_project\data\images\0000295_02400_d_0000033.jpg,661.0,280.0,13.0,14.0,1.0,5
0000269_00601_d_0000351,D:\Projects\enemy_detection_project\data\images\0000269_00601_d_0000351.jpg,825.0,124.0,6.0,11.0,1.0,2
0000155_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_00801_d_0000001.jpg,494.0,316.0,14.0,23.0,1.0,2
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,356.0,309.0,43.0,18.0,1.0,4
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,399.0,260.0,8.0,15.0,1.0,1
0000086_00000_d_0000001,D:\Projects\enemy_detection_project\data\images\0000086_00000_d_0000001.jpg,365.0,474.0,28.0,64.0,1.0,1
0000213_03920_d_0000243,D:\Projects\enemy_detection_project\data\images\0000213_03920_d_0000243.jpg,1224.0,385.0,27.0,42.0,1.0,2
0000277_03601_d_0000556,D:\Projects\enemy_detection_project\data\images\0000277_03601_d_0000556.jpg,253.0,297.0,73.0,47.0,1.0,4
0000289_06801_d_0000845,D:\Projects\enemy_detection_project\data\images\0000289_06801_d_0000845.jpg,418.0,591.0,37.0,27.0,1.0,10
0000291_03401_d_0000885,D:\Projects\enemy_detection_project\data\images\0000291_03401_d_0000885.jpg,1239.0,437.0,38.0,66.0,1.0,1
0000295_00200_d_0000022,D:\Projects\enemy_detection_project\data\images\0000295_00200_d_0000022.jpg,423.0,243.0,8.0,23.0,1.0,1
0000153_01201_d_0000001,D:\Projects\enemy_detection_project\data\images\0000153_01201_d_0000001.jpg,520.0,285.0,9.0,13.0,1.0,10
0000295_01200_d_0000027,D:\Projects\enemy_detection_project\data\images\0000295_01200_d_0000027.jpg,276.0,434.0,14.0,20.0,1.0,2
0000249_00235_d_0000002,D:\Projects\enemy_detection_project\data\images\0000249_00235_d_0000002.jpg,663.0,277.0,6.0,10.0,1.0,3
0000001_02999_d_0000005,D:\Projects\enemy_detection_project\data\images\0000001_02999_d_0000005.jpg,976.0,794.0,19.0,38.0,1.0,2
0000213_03478_d_0000242,D:\Projects\enemy_detection_project\data\images\0000213_03478_d_0000242.jpg,312.0,273.0,18.0,33.0,1.0,1
0000271_06801_d_0000406,D:\Projects\enemy_detection_project\data\images\0000271_06801_d_0000406.jpg,1108.0,240.0,79.0,31.0,1.0,4
0000280_00001_d_0000612,D:\Projects\enemy_detection_project\data\images\0000280_00001_d_0000612.jpg,698.0,31.0,6.0,12.0,1.0,10
0000055_00000_d_0000109,D:\Projects\enemy_detection_project\data\images\0000055_00000_d_0000109.jpg,500.0,97.0,11.0,33.0,1.0,1
0000271_00601_d_0000377,D:\Projects\enemy_detection_project\data\images\0000271_00601_d_0000377.jpg,627.0,136.0,10.0,24.0,1.0,1
0000289_05601_d_0000839,D:\Projects\enemy_detection_project\data\images\0000289_05601_d_0000839.jpg,453.0,52.0,44.0,18.0,1.0,4
0000335_03137_d_0000059,D:\Projects\enemy_detection_project\data\images\0000335_03137_d_0000059.jpg,718.0,67.0,9.0,9.0,1.0,4
0000358_03333_d_0000697,D:\Projects\enemy_detection_project\data\images\0000358_03333_d_0000697.jpg,1014.0,226.0,7.0,13.0,1.0,3
0000303_03401_d_0000200,D:\Projects\enemy_detection_project\data\images\0000303_03401_d_0000200.jpg,493.0,4.0,15.0,18.0,1.0,4
0000327_01201_d_0000717,D:\Projects\enemy_detection_project\data\images\0000327_01201_d_0000717.jpg,167.0,507.0,86.0,88.0,1.0,4
0000316_01801_d_0000528,D:\Projects\enemy_detection_project\data\images\0000316_01801_d_0000528.jpg,1170.0,176.0,54.0,45.0,1.0,4
0000244_02000_d_0000005,D:\Projects\enemy_detection_project\data\images\0000244_02000_d_0000005.jpg,236.0,247.0,25.0,8.0,1.0,4
0000276_03601_d_0000525,D:\Projects\enemy_detection_project\data\images\0000276_03601_d_0000525.jpg,541.0,363.0,9.0,21.0,1.0,1
0000313_06601_d_0000469,D:\Projects\enemy_detection_project\data\images\0000313_06601_d_0000469.jpg,423.0,517.0,14.0,9.0,1.0,10
0000308_04401_d_0000327,D:\Projects\enemy_detection_project\data\images\0000308_04401_d_0000327.jpg,970.0,206.0,10.0,21.0,1.0,1
0000271_06001_d_0000402,D:\Projects\enemy_detection_project\data\images\0000271_06001_d_0000402.jpg,573.0,117.0,7.0,19.0,1.0,1
0000115_01031_d_0000082,D:\Projects\enemy_detection_project\data\images\0000115_01031_d_0000082.jpg,536.0,409.0,13.0,37.0,1.0,1
0000276_04801_d_0000531,D:\Projects\enemy_detection_project\data\images\0000276_04801_d_0000531.jpg,744.0,22.0,10.0,14.0,1.0,4
0000194_00200_d_0000120,D:\Projects\enemy_detection_project\data\images\0000194_00200_d_0000120.jpg,477.0,307.0,9.0,18.0,1.0,2
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,1122.0,272.0,18.0,28.0,1.0,10
0000086_01084_d_0000003,D:\Projects\enemy_detection_project\data\images\0000086_01084_d_0000003.jpg,659.0,154.0,12.0,27.0,1.0,2
0000291_01801_d_0000877,D:\Projects\enemy_detection_project\data\images\0000291_01801_d_0000877.jpg,1066.0,273.0,87.0,38.0,1.0,4
0000342_00393_d_0000244,D:\Projects\enemy_detection_project\data\images\0000342_00393_d_0000244.jpg,678.0,194.0,15.0,10.0,1.0,4
0000360_05293_d_0000740,D:\Projects\enemy_detection_project\data\images\0000360_05293_d_0000740.jpg,778.0,187.0,16.0,39.0,1.0,2
0000280_02001_d_0000622,D:\Projects\enemy_detection_project\data\images\0000280_02001_d_0000622.jpg,532.0,413.0,50.0,56.0,1.0,4
0000001_07999_d_0000012,D:\Projects\enemy_detection_project\data\images\0000001_07999_d_0000012.jpg,441.0,479.0,30.0,33.0,1.0,10
0000154_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00801_d_0000001.jpg,479.0,235.0,3.0,8.0,1.0,2
0000249_03400_d_0000010,D:\Projects\enemy_detection_project\data\images\0000249_03400_d_0000010.jpg,743.0,397.0,11.0,18.0,1.0,3
0000327_00801_d_0000715,D:\Projects\enemy_detection_project\data\images\0000327_00801_d_0000715.jpg,603.0,30.0,6.0,14.0,1.0,2
0000155_01601_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_01601_d_0000001.jpg,249.0,320.0,17.0,33.0,1.0,2
0000277_01801_d_0000548,D:\Projects\enemy_detection_project\data\images\0000277_01801_d_0000548.jpg,399.0,56.0,17.0,13.0,1.0,5
0000276_03001_d_0000522,D:\Projects\enemy_detection_project\data\images\0000276_03001_d_0000522.jpg,651.0,357.0,38.0,20.0,1.0,4
0000360_00589_d_0000716,D:\Projects\enemy_detection_project\data\images\0000360_00589_d_0000716.jpg,504.0,12.0,27.0,19.0,1.0,10
0000335_03333_d_0000060,D:\Projects\enemy_detection_project\data\images\0000335_03333_d_0000060.jpg,1269.0,698.0,49.0,52.0,1.0,2
0000103_02964_d_0000030,D:\Projects\enemy_detection_project\data\images\0000103_02964_d_0000030.jpg,681.0,396.0,107.0,242.0,1.0,3
0000276_02401_d_0000519,D:\Projects\enemy_detection_project\data\images\0000276_02401_d_0000519.jpg,540.0,114.0,7.0,7.0,1.0,4
0000001_04527_d_0000008,D:\Projects\enemy_detection_project\data\images\0000001_04527_d_0000008.jpg,851.0,579.0,20.0,48.0,1.0,2
0000342_00393_d_0000244,D:\Projects\enemy_detection_project\data\images\0000342_00393_d_0000244.jpg,971.0,314.0,103.0,100.0,1.0,6
0000277_02001_d_0000549,D:\Projects\enemy_detection_project\data\images\0000277_02001_d_0000549.jpg,1112.0,289.0,170.0,81.0,1.0,4
0000289_05401_d_0000838,D:\Projects\enemy_detection_project\data\images\0000289_05401_d_0000838.jpg,707.0,191.0,75.0,36.0,1.0,4
0000358_03333_d_0000697,D:\Projects\enemy_detection_project\data\images\0000358_03333_d_0000697.jpg,963.0,80.0,14.0,26.0,0.0,0
0000327_03601_d_0000729,D:\Projects\enemy_detection_project\data\images\0000327_03601_d_0000729.jpg,585.0,55.0,45.0,23.0,0.0,0
0000086_00000_d_0000001,D:\Projects\enemy_detection_project\data\images\0000086_00000_d_0000001.jpg,386.0,193.0,23.0,39.0,1.0,2
0000069_01109_d_0000004,D:\Projects\enemy_detection_project\data\images\0000069_01109_d_0000004.jpg,656.0,48.0,12.0,35.0,1.0,1
0000244_04400_d_0000010,D:\Projects\enemy_detection_project\data\images\0000244_04400_d_0000010.jpg,476.0,357.0,14.0,23.0,1.0,2
0000213_02965_d_0000241,D:\Projects\enemy_detection_project\data\images\0000213_02965_d_0000241.jpg,677.0,68.0,12.0,12.0,1.0,4
0000117_01326_d_0000088,D:\Projects\enemy_detection_project\data\images\0000117_01326_d_0000088.jpg,591.0,217.0,10.0,28.0,1.0,1
0000276_02201_d_0000518,D:\Projects\enemy_detection_project\data\images\0000276_02201_d_0000518.jpg,1011.0,192.0,70.0,30.0,1.0,6
0000277_03401_d_0000555,D:\Projects\enemy_detection_project\data\images\0000277_03401_d_0000555.jpg,980.0,151.0,18.0,15.0,1.0,4
0000289_05601_d_0000839,D:\Projects\enemy_detection_project\data\images\0000289_05601_d_0000839.jpg,653.0,107.0,37.0,25.0,1.0,5
0000273_05601_d_0000466,D:\Projects\enemy_detection_project\data\images\0000273_05601_d_0000466.jpg,1137.0,253.0,47.0,22.0,0.0,0
0000277_01801_d_0000548,D:\Projects\enemy_detection_project\data\images\0000277_01801_d_0000548.jpg,76.0,73.0,13.0,11.0,1.0,10
0000330_00801_d_0000804,D:\Projects\enemy_detection_project\data\images\0000330_00801_d_0000804.jpg,652.0,83.0,13.0,13.0,1.0,4
0000287_01601_d_0000767,D:\Projects\enemy_detection_project\data\images\0000287_01601_d_0000767.jpg,515.0,274.0,21.0,9.0,1.0,4
0000295_00200_d_0000022,D:\Projects\enemy_detection_project\data\images\0000295_00200_d_0000022.jpg,243.0,359.0,11.0,43.0,1.0,1
0000327_03401_d_0000728,D:\Projects\enemy_detection_project\data\images\0000327_03401_d_0000728.jpg,461.0,35.0,55.0,57.0,0.0,0
0000276_03801_d_0000526,D:\Projects\enemy_detection_project\data\images\0000276_03801_d_0000526.jpg,976.0,253.0,33.0,37.0,1.0,9
0000215_00909_d_0000258,D:\Projects\enemy_detection_project\data\images\0000215_00909_d_0000258.jpg,538.0,23.0,9.0,10.0,1.0,2
0000271_06801_d_0000406,D:\Projects\enemy_detection_project\data\images\0000271_06801_d_0000406.jpg,350.0,254.0,11.0,22.0,1.0,10
0000287_05001_d_0000782,D:\Projects\enemy_detection_project\data\images\0000287_05001_d_0000782.jpg,1066.0,124.0,65.0,32.0,1.0,4
0000116_01059_d_0000085,D:\Projects\enemy_detection_project\data\images\0000116_01059_d_0000085.jpg,511.0,311.0,8.0,21.0,1.0,2
0000022_00000_d_0000004,D:\Projects\enemy_detection_project\data\images\0000022_00000_d_0000004.jpg,822.0,160.0,9.0,22.0,1.0,1
0000356_05097_d_0000655,D:\Projects\enemy_detection_project\data\images\0000356_05097_d_0000655.jpg,97.0,348.0,21.0,42.0,1.0,1
0000271_02601_d_0000386,D:\Projects\enemy_detection_project\data\images\0000271_02601_d_0000386.jpg,187.0,388.0,116.0,59.0,1.0,4
0000289_03201_d_0000827,D:\Projects\enemy_detection_project\data\images\0000289_03201_d_0000827.jpg,613.0,20.0,8.0,16.0,1.0,10
0000103_02544_d_0000029,D:\Projects\enemy_detection_project\data\images\0000103_02544_d_0000029.jpg,764.0,21.0,68.0,77.0,1.0,10
0000364_00589_d_0000798,D:\Projects\enemy_detection_project\data\images\0000364_00589_d_0000798.jpg,223.0,323.0,14.0,33.0,1.0,1
0000291_01401_d_0000875,D:\Projects\enemy_detection_project\data\images\0000291_01401_d_0000875.jpg,884.0,237.0,11.0,24.0,1.0,1
0000312_00001_d_0000414,D:\Projects\enemy_detection_project\data\images\0000312_00001_d_0000414.jpg,212.0,167.0,15.0,40.0,1.0,1
0000291_04401_d_0000890,D:\Projects\enemy_detection_project\data\images\0000291_04401_d_0000890.jpg,75.0,399.0,90.0,115.0,1.0,8
0000287_02801_d_0000773,D:\Projects\enemy_detection_project\data\images\0000287_02801_d_0000773.jpg,368.0,97.0,11.0,26.0,1.0,3
0000360_02745_d_0000727,D:\Projects\enemy_detection_project\data\images\0000360_02745_d_0000727.jpg,1133.0,564.0,44.0,60.0,1.0,1
0000001_04527_d_0000008,D:\Projects\enemy_detection_project\data\images\0000001_04527_d_0000008.jpg,850.0,909.0,23.0,63.0,1.0,10
0000301_00201_d_0000157,D:\Projects\enemy_detection_project\data\images\0000301_00201_d_0000157.jpg,411.0,172.0,8.0,29.0,1.0,1
0000213_05745_d_0000247,D:\Projects\enemy_detection_project\data\images\0000213_05745_d_0000247.jpg,587.0,182.0,76.0,46.0,1.0,4
0000291_03401_d_0000885,D:\Projects\enemy_detection_project\data\images\0000291_03401_d_0000885.jpg,1159.0,320.0,63.0,67.0,1.0,8
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,1135.0,574.0,25.0,55.0,1.0,1
0000277_03201_d_0000554,D:\Projects\enemy_detection_project\data\images\0000277_03201_d_0000554.jpg,1115.0,242.0,16.0,24.0,1.0,2
0000291_01201_d_0000874,D:\Projects\enemy_detection_project\data\images\0000291_01201_d_0000874.jpg,1276.0,667.0,43.0,41.0,1.0,2
0000312_02401_d_0000426,D:\Projects\enemy_detection_project\data\images\0000312_02401_d_0000426.jpg,1181.0,484.0,64.0,98.0,1.0,4
0000291_03401_d_0000885,D:\Projects\enemy_detection_project\data\images\0000291_03401_d_0000885.jpg,1238.0,522.0,38.0,52.0,1.0,1
0000086_01084_d_0000003,D:\Projects\enemy_detection_project\data\images\0000086_01084_d_0000003.jpg,669.0,162.0,13.0,22.0,1.0,2
0000291_00001_d_0000868,D:\Projects\enemy_detection_project\data\images\0000291_00001_d_0000868.jpg,798.0,464.0,3.0,7.0,1.0,1
0000220_01242_d_0000004,D:\Projects\enemy_detection_project\data\images\0000220_01242_d_0000004.jpg,789.0,517.0,17.0,42.0,1.0,2
0000086_01954_d_0000005,D:\Projects\enemy_detection_project\data\images\0000086_01954_d_0000005.jpg,0.0,102.0,16.0,32.0,1.0,1
0000154_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00801_d_0000001.jpg,322.0,291.0,8.0,10.0,1.0,2
0000359_00589_d_0000702,D:\Projects\enemy_detection_project\data\images\0000359_00589_d_0000702.jpg,1070.0,264.0,18.0,24.0,1.0,2
0000289_04401_d_0000833,D:\Projects\enemy_detection_project\data\images\0000289_04401_d_0000833.jpg,965.0,270.0,15.0,49.0,1.0,1
0000117_00112_d_0000087,D:\Projects\enemy_detection_project\data\images\0000117_00112_d_0000087.jpg,148.0,165.0,13.0,30.0,1.0,1
0000026_01500_d_0000027,D:\Projects\enemy_detection_project\data\images\0000026_01500_d_0000027.jpg,1106.0,652.0,198.0,113.0,1.0,4
0000276_03001_d_0000522,D:\Projects\enemy_detection_project\data\images\0000276_03001_d_0000522.jpg,574.0,236.0,4.0,10.0,1.0,1
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,321.0,424.0,10.0,29.0,1.0,1
0000291_03201_d_0000884,D:\Projects\enemy_detection_project\data\images\0000291_03201_d_0000884.jpg,792.0,581.0,13.0,48.0,1.0,1
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,1100.0,561.0,20.0,35.0,1.0,1
0000287_00001_d_0000759,D:\Projects\enemy_detection_project\data\images\0000287_00001_d_0000759.jpg,474.0,242.0,32.0,31.0,1.0,4
0000295_01800_d_0000030,D:\Projects\enemy_detection_project\data\images\0000295_01800_d_0000030.jpg,1035.0,397.0,8.0,28.0,1.0,1
0000356_03333_d_0000646,D:\Projects\enemy_detection_project\data\images\0000356_03333_d_0000646.jpg,1206.0,155.0,70.0,37.0,1.0,5
0000316_00201_d_0000520,D:\Projects\enemy_detection_project\data\images\0000316_00201_d_0000520.jpg,509.0,391.0,26.0,20.0,1.0,10
0000295_02400_d_0000033,D:\Projects\enemy_detection_project\data\images\0000295_02400_d_0000033.jpg,765.0,264.0,22.0,25.0,0.0,0
0000333_03137_d_0000017,D:\Projects\enemy_detection_project\data\images\0000333_03137_d_0000017.jpg,729.0,615.0,9.0,19.0,1.0,4
0000086_01443_d_0000004,D:\Projects\enemy_detection_project\data\images\0000086_01443_d_0000004.jpg,130.0,41.0,9.0,13.0,1.0,10
0000333_02549_d_0000014,D:\Projects\enemy_detection_project\data\images\0000333_02549_d_0000014.jpg,613.0,427.0,10.0,8.0,1.0,2
0000069_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000069_00001_d_0000001.jpg,155.0,79.0,29.0,77.0,1.0,1
0000313_06601_d_0000469,D:\Projects\enemy_detection_project\data\images\0000313_06601_d_0000469.jpg,70.0,732.0,19.0,23.0,1.0,10
0000155_00401_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_00401_d_0000001.jpg,479.0,173.0,33.0,21.0,1.0,4
0000364_01373_d_0000780,D:\Projects\enemy_detection_project\data\images\0000364_01373_d_0000780.jpg,276.0,440.0,16.0,49.0,1.0,1
0000287_01001_d_0000764,D:\Projects\enemy_detection_project\data\images\0000287_01001_d_0000764.jpg,499.0,154.0,10.0,19.0,1.0,10
0000271_06601_d_0000405,D:\Projects\enemy_detection_project\data\images\0000271_06601_d_0000405.jpg,450.0,144.0,10.0,20.0,1.0,1
0000330_03001_d_0000815,D:\Projects\enemy_detection_project\data\images\0000330_03001_d_0000815.jpg,161.0,26.0,32.0,33.0,1.0,4
0000086_01954_d_0000005,D:\Projects\enemy_detection_project\data\images\0000086_01954_d_0000005.jpg,589.0,171.0,11.0,36.0,1.0,1
0000287_00201_d_0000760,D:\Projects\enemy_detection_project\data\images\0000287_00201_d_0000760.jpg,688.0,148.0,56.0,21.0,1.0,4
0000023_00868_d_0000010,D:\Projects\enemy_detection_project\data\images\0000023_00868_d_0000010.jpg,2.0,382.0,103.0,95.0,1.0,10
0000333_03137_d_0000017,D:\Projects\enemy_detection_project\data\images\0000333_03137_d_0000017.jpg,639.0,577.0,8.0,19.0,1.0,4
0000215_02319_d_0000261,D:\Projects\enemy_detection_project\data\images\0000215_02319_d_0000261.jpg,585.0,232.0,72.0,34.0,1.0,4
0000069_01109_d_0000004,D:\Projects\enemy_detection_project\data\images\0000069_01109_d_0000004.jpg,933.0,118.0,24.0,54.0,1.0,1
0000216_00520_d_0000001,D:\Projects\enemy_detection_project\data\images\0000216_00520_d_0000001.jpg,369.0,533.0,32.0,33.0,1.0,5
0000001_05499_d_0000010,D:\Projects\enemy_detection_project\data\images\0000001_05499_d_0000010.jpg,683.0,274.0,14.0,29.0,1.0,1
0000026_01000_d_0000026,D:\Projects\enemy_detection_project\data\images\0000026_01000_d_0000026.jpg,576.0,448.0,188.0,105.0,1.0,5
0000162_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000162_00001_d_0000001.jpg,425.0,73.0,20.0,22.0,0.0,0
0000327_00001_d_0000711,D:\Projects\enemy_detection_project\data\images\0000327_00001_d_0000711.jpg,568.0,132.0,12.0,15.0,1.0,2
0000312_00201_d_0000415,D:\Projects\enemy_detection_project\data\images\0000312_00201_d_0000415.jpg,272.0,116.0,13.0,21.0,1.0,2
0000280_01001_d_0000617,D:\Projects\enemy_detection_project\data\images\0000280_01001_d_0000617.jpg,1019.0,148.0,7.0,16.0,1.0,1
0000327_03601_d_0000729,D:\Projects\enemy_detection_project\data\images\0000327_03601_d_0000729.jpg,790.0,243.0,62.0,26.0,1.0,4
0000244_04900_d_0000011,D:\Projects\enemy_detection_project\data\images\0000244_04900_d_0000011.jpg,470.0,399.0,11.0,21.0,1.0,2
0000001_05499_d_0000010,D:\Projects\enemy_detection_project\data\images\0000001_05499_d_0000010.jpg,616.0,428.0,23.0,33.0,1.0,2
0000289_04001_d_0000831,D:\Projects\enemy_detection_project\data\images\0000289_04001_d_0000831.jpg,1249.0,187.0,26.0,25.0,1.0,10
0000356_03333_d_0000646,D:\Projects\enemy_detection_project\data\images\0000356_03333_d_0000646.jpg,447.0,191.0,13.0,28.0,1.0,1
0000154_00401_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00401_d_0000001.jpg,667.0,354.0,47.0,39.0,1.0,5
0000116_00819_d_0000084,D:\Projects\enemy_detection_project\data\images\0000116_00819_d_0000084.jpg,410.0,270.0,15.0,19.0,1.0,7
0000360_03921_d_0000733,D:\Projects\enemy_detection_project\data\images\0000360_03921_d_0000733.jpg,746.0,182.0,18.0,28.0,1.0,10
0000244_03500_d_0000008,D:\Projects\enemy_detection_project\data\images\0000244_03500_d_0000008.jpg,772.0,298.0,40.0,13.0,1.0,4
0000271_05201_d_0000398,D:\Projects\enemy_detection_project\data\images\0000271_05201_d_0000398.jpg,366.0,184.0,23.0,20.0,1.0,10
0000117_02708_d_0000090,D:\Projects\enemy_detection_project\data\images\0000117_02708_d_0000090.jpg,204.0,496.0,27.0,68.0,1.0,1
0000295_01000_d_0000026,D:\Projects\enemy_detection_project\data\images\0000295_01000_d_0000026.jpg,446.0,333.0,6.0,19.0,1.0,1
0000295_02400_d_0000033,D:\Projects\enemy_detection_project\data\images\0000295_02400_d_0000033.jpg,452.0,268.0,12.0,12.0,1.0,4
0000277_02601_d_0000552,D:\Projects\enemy_detection_project\data\images\0000277_02601_d_0000552.jpg,256.0,184.0,33.0,23.0,1.0,4
0000244_04900_d_0000011,D:\Projects\enemy_detection_project\data\images\0000244_04900_d_0000011.jpg,766.0,280.0,34.0,14.0,1.0,7
0000291_04201_d_0000889,D:\Projects\enemy_detection_project\data\images\0000291_04201_d_0000889.jpg,743.0,341.0,72.0,99.0,1.0,4
0000335_00197_d_0000044,D:\Projects\enemy_detection_project\data\images\0000335_00197_d_0000044.jpg,487.0,412.0,56.0,79.0,1.0,7
0000086_01084_d_0000003,D:\Projects\enemy_detection_project\data\images\0000086_01084_d_0000003.jpg,757.0,62.0,7.0,19.0,1.0,1
